Latitude,Longitude
33.23794,-117.33928
33.23835,-117.33893
33.23872,-117.33852
33.23904,-117.33803
33.23933,-117.33742
33.23954,-117.33674
33.23966,-117.33612
33.23969,-117.3354
33.23979,-117.32318
33.23984,-117.32293
33.23991,-117.32268
33.23991,-117.32246
33.23981,-117.32198
33.23981,-117.32088
33.23978,-117.32059
33.23978,-117.31996
33.2398,-117.31979
33.23982,-117.31968
33.23983,-117.3192
33.23991,-117.31
33.23993,-117.30931
33.23997,-117.30882
33.24002,-117.30844
33.2401,-117.30798
33.24022,-117.30737
33.24033,-117.30691
33.24062,-117.30603
33.24077,-117.30563
33.24105,-117.30504
33.24128,-117.30462
33.24158,-117.30415
33.24187,-117.30371
33.2422,-117.30327
33.24267,-117.30275
33.24309,-117.30233
33.24375,-117.3018
33.24455,-117.30126
33.24726,-117.29963
33.24923,-117.29808
33.24983,-117.29783
33.2501,-117.2977
33.25013,-117.29757
33.25002,-117.29724
33.24998,-117.29721
33.25003,-117.29746
33.25076,-117.29967
33.25088,-117.29996
33.25094,-117.30001
33.25102,-117.30001
33.25182,-117.29984
33.25313,-117.2996
33.2533,-117.29953
33.25466,-117.29926
33.25471,-117.29918
33.25456,-117.29768
33.25453,-117.29708
33.25457,-117.29661
33.25462,-117.2963
33.25469,-117.29599
33.25482,-117.29565
33.25531,-117.29463
33.25551,-117.29419
33.25569,-117.29369
33.25586,-117.29301
33.25593,-117.29266
33.25601,-117.29204
33.25604,-117.29146
33.25604,-117.291
33.25599,-117.29034
33.25592,-117.28985
33.2558,-117.2893
33.2555,-117.28829
33.25525,-117.28735
33.25517,-117.28695
33.25517,-117.28667
33.25521,-117.28637
33.2553,-117.28607
33.25621,-117.2834
33.2571,-117.2808
33.25831,-117.27721
33.25904,-117.27369
33.25928,-117.27225
33.25931,-117.27182
33.25933,-117.27085
33.25928,-117.27016
33.25924,-117.26956
33.25917,-117.2688
33.25916,-117.26842
33.25921,-117.26799
33.25925,-117.26771
33.25935,-117.26735
33.25978,-117.2662
33.25992,-117.26566
33.26003,-117.26492
33.26007,-117.26423
33.26014,-117.26406
33.26043,-117.26399
33.26116,-117.26375
33.26245,-117.26355
33.26272,-117.26345
33.26327,-117.2632
33.26458,-117.26268
33.26486,-117.26254
33.26535,-117.26223
33.26548,-117.26218
33.26565,-117.26217
33.26678,-117.26232
33.26697,-117.26237
33.26715,-117.26244
33.26751,-117.26267
33.26788,-117.26281
33.26809,-117.26284
33.26838,-117.26283
33.2686,-117.26283
33.26884,-117.26288
33.26908,-117.26303
33.26936,-117.26324
33.26987,-117.26349
33.27021,-117.26369
33.27089,-117.26416
33.27125,-117.2644
33.27152,-117.26448
33.27182,-117.26455
33.27234,-117.26467
33.27256,-117.2648
33.27273,-117.26496
33.27346,-117.26599
33.27357,-117.2661
33.27373,-117.26619
33.27461,-117.26634
33.27485,-117.26642
33.27506,-117.26658
33.27522,-117.26678
33.27531,-117.26699
33.2754,-117.26757
33.27548,-117.26782
33.27562,-117.26805
33.27615,-117.26869
33.27662,-117.26928
33.27711,-117.26986
33.27772,-117.27059
33.27785,-117.27067
33.27803,-117.27072
33.27963,-117.27069
33.2802,-117.2707
33.28258,-117.27071
33.2841,-117.27072
33.28519,-117.27072
33.28598,-117.27072
33.28657,-117.27072
33.28664,-117.27072
33.2867,-117.2707
33.2868,-117.27066
33.2883,-117.26987
33.28842,-117.2698
33.28856,-117.26968
33.28868,-117.26953
33.28876,-117.26939
33.28891,-117.269
33.28902,-117.26879
33.28913,-117.26865
33.28964,-117.26826
33.29003,-117.26793
33.29026,-117.26767
33.2905,-117.26738
33.29192,-117.26606
33.29253,-117.26547
33.29282,-117.26526
33.29301,-117.26517
33.29318,-117.26515
33.29334,-117.26518
33.29374,-117.26542
33.2942,-117.26572
33.29446,-117.26585
33.29462,-117.26586
33.29483,-117.26579
33.29573,-117.26538
33.29588,-117.26534
33.296,-117.26535
33.29613,-117.26544
33.29621,-117.26552
33.29651,-117.26598
33.29664,-117.26615
33.29696,-117.26651
33.29713,-117.26666
33.29761,-117.26692
33.29795,-117.2671
33.29831,-117.26734
33.29861,-117.26749
33.29977,-117.26797
33.30003,-117.26811
33.30019,-117.26817
33.30045,-117.26817
33.30068,-117.26808
33.30092,-117.26793
33.30109,-117.26779
33.30127,-117.26758
33.30144,-117.26729
33.30154,-117.26701
33.30163,-117.2666
33.30173,-117.26589
33.30216,-117.26284
33.30221,-117.26266
33.30231,-117.26252
33.30241,-117.26243
33.30254,-117.26238
33.30269,-117.26239
33.30271,-117.26231
33.30271,-117.26225
33.3021,-117.26148
33.30194,-117.26119
33.30185,-117.26094
33.30181,-117.26072
33.3018,-117.26038
33.30186,-117.25992
33.30206,-117.25857
33.30209,-117.25809
33.30207,-117.25772
33.30201,-117.25731
33.30188,-117.25674
33.30177,-117.25626
33.30171,-117.25585
33.30167,-117.2555
33.3016,-117.25421
33.3016,-117.25384
33.30174,-117.25284
33.30189,-117.25174
33.30191,-117.25151
33.30189,-117.25132
33.30184,-117.25115
33.30176,-117.25095
33.30138,-117.25038
33.30129,-117.25017
33.30125,-117.24993
33.30127,-117.24967
33.30139,-117.24885
33.30149,-117.24831
33.30149,-117.24813
33.30145,-117.24794
33.30125,-117.24748
33.30118,-117.24718
33.30121,-117.24693
33.3013,-117.24669
33.30145,-117.24643
33.30161,-117.24624
33.30174,-117.24617
33.30195,-117.24617
33.30211,-117.24627
33.30226,-117.24645
33.3025,-117.24685
33.30263,-117.24701
33.30288,-117.24715
33.30314,-117.24722
33.30343,-117.2472
33.30363,-117.24712
33.30378,-117.247
33.3039,-117.24681
33.30402,-117.24652
33.30416,-117.24624
33.30434,-117.24608
33.30451,-117.24602
33.30466,-117.24591
33.30488,-117.24569
33.30505,-117.24559
33.30528,-117.24554
33.30595,-117.24565
33.30616,-117.24565
33.30626,-117.24548
33.3063,-117.24529
33.30623,-117.24522
33.30495,-117.24499
33.30467,-117.24489
33.30452,-117.2448
33.30436,-117.24469
33.30404,-117.24432
33.30335,-117.2431
33.30318,-117.24288
33.303,-117.24273
33.30268,-117.24257
33.30237,-117.2425
33.30156,-117.24249
33.30123,-117.24243
33.30037,-117.2422
33.30007,-117.24218
33.29883,-117.24237
33.29813,-117.24257
33.2974,-117.2429
33.2971,-117.24298
33.29688,-117.24299
33.29664,-117.24296
33.29605,-117.24276
33.29564,-117.24276
33.29525,-117.24283
33.29507,-117.24291
33.29495,-117.24302
33.29487,-117.24313
33.29478,-117.2432
33.29467,-117.2432
33.29433,-117.24303
33.29404,-117.24302
33.2939,-117.24311
33.29379,-117.2432
33.29367,-117.24322
33.29359,-117.24313
33.29317,-117.24162
33.29315,-117.24119
33.29321,-117.24084
33.29316,-117.24053
33.29296,-117.24008
33.29288,-117.23952
33.29272,-117.23907
33.29255,-117.23871
33.2925,-117.23813
33.29263,-117.23769
33.29266,-117.23754
33.29299,-117.23696
33.29315,-117.23668
33.29338,-117.23569
33.29337,-117.23551
33.29329,-117.23539
33.29323,-117.23533
33.29307,-117.23525
33.29284,-117.23521
33.29258,-117.23517
33.29216,-117.2351
33.29187,-117.23496
33.29142,-117.23462
33.29125,-117.23446
33.29102,-117.23433
33.29065,-117.23416
33.29047,-117.23402
33.29031,-117.23383
33.29021,-117.23354
33.28971,-117.23133
33.28963,-117.23086
33.28957,-117.22976
33.28937,-117.22765
33.2893,-117.22738
33.28891,-117.22586
33.28872,-117.22508
33.28843,-117.2243
33.28793,-117.22269
33.28756,-117.22146
33.28755,-117.22114
33.28762,-117.22093
33.28779,-117.22072
33.28808,-117.22054
33.28838,-117.22024
33.28858,-117.21998
33.28877,-117.21957
33.28914,-117.21858
33.28968,-117.21731
33.29006,-117.2166
33.29018,-117.21622
33.2903,-117.2157
33.29035,-117.2154
33.29038,-117.21495
33.29036,-117.21455
33.29031,-117.21421
33.29022,-117.21387
33.29011,-117.21355
33.28991,-117.21315
33.2892,-117.21197
33.28854,-117.21101
33.28822,-117.21065
33.28743,-117.20996
33.28664,-117.20921
33.28645,-117.20901
33.28621,-117.2087
33.28483,-117.20628
33.28422,-117.20506
33.28399,-117.20452
33.28313,-117.20203
33.28303,-117.20162
33.28279,-117.20027
33.28248,-117.19882
33.2824,-117.1982
33.28238,-117.19749
33.28238,-117.19613
33.28237,-117.19588
33.28231,-117.19571
33.28224,-117.19563
33.28197,-117.19541
33.28183,-117.1952
33.28174,-117.19497
33.2817,-117.19471
33.28172,-117.19355
33.28176,-117.19319
33.28191,-117.19247
33.28192,-117.19142
33.28189,-117.18968
33.28188,-117.18874
33.28189,-117.18798
33.28185,-117.18767
33.28177,-117.18739
33.28165,-117.18715
33.28146,-117.18691
33.28126,-117.18672
33.28102,-117.18659
33.28077,-117.18651
33.2805,-117.18647
33.28016,-117.18648
33.27974,-117.18656
33.27941,-117.18668
33.2791,-117.18685
33.27885,-117.18702
33.27852,-117.18731
33.27825,-117.1875
33.27804,-117.18759
33.27785,-117.18765
33.27754,-117.18766
33.27736,-117.18763
33.27717,-117.18755
33.27695,-117.18741
33.27675,-117.18725
33.27655,-117.18699
33.27611,-117.18609
33.2759,-117.18578
33.27541,-117.18519
33.27525,-117.18502
33.275,-117.18486
33.27475,-117.18471
33.27448,-117.1845
33.27431,-117.18432
33.27399,-117.18383
33.27285,-117.18188
33.27274,-117.18162
33.2727,-117.18137
33.2727,-117.18108
33.27274,-117.18058
33.2724,-117.17871
33.27215,-117.17745
33.27208,-117.17694
33.27191,-117.17565
33.27184,-117.17538
33.27168,-117.17509
33.27132,-117.17473
33.27117,-117.17453
33.27107,-117.17429
33.27082,-117.17336
33.27071,-117.17307
33.27051,-117.17275
33.26996,-117.17203
33.26972,-117.1718
33.2695,-117.17165
33.26911,-117.17136
33.26896,-117.17121
33.26879,-117.17099
33.26866,-117.17074
33.2686,-117.17054
33.2685,-117.17032
33.26834,-117.1701
33.26813,-117.16989
33.26801,-117.16983
33.26772,-117.16971
33.26753,-117.16959
33.26737,-117.16938
33.26727,-117.16919
33.26717,-117.16897
33.26705,-117.16855
33.26696,-117.16822
33.26692,-117.16797
33.26692,-117.16761
33.26713,-117.1661
33.26717,-117.16559
33.26718,-117.16522
33.26714,-117.16473
33.26703,-117.16435
33.26672,-117.16382
33.26638,-117.16261
33.26634,-117.16226
33.26651,-117.16109
33.26665,-117.16031
33.2667,-117.15982
33.26669,-117.15921
33.2666,-117.1572
33.26656,-117.15709
33.2665,-117.15704
33.26454,-117.1569
33.26382,-117.15683
33.26345,-117.15676
33.26311,-117.15669
33.25877,-117.15515
33.25751,-117.15478
33.25491,-117.15432
33.25349,-117.15406
33.25293,-117.154
33.25249,-117.1539
33.25058,-117.15346
33.25046,-117.15322
33.25065,-117.15243
33.25097,-117.15072
33.25101,-117.15005
33.25098,-117.14954
33.25084,-117.1488
33.2507,-117.1484
33.25055,-117.14801
33.24989,-117.14676
33.24966,-117.1463
33.24956,-117.14598
33.24951,-117.14573
33.24949,-117.14542
33.24973,-117.14405
33.24993,-117.14199
33.24993,-117.1412
33.24986,-117.14076
33.2496,-117.13947
33.24954,-117.1391
33.24952,-117.1386
33.24963,-117.13776
33.25004,-117.13618
33.25031,-117.13556
33.25082,-117.13488
33.25116,-117.13439
33.25137,-117.134
33.25152,-117.13362
33.25163,-117.13322
33.25169,-117.13271
33.25165,-117.13201
33.25148,-117.13056
33.25142,-117.12924
33.25143,-117.12807
33.25158,-117.12609
33.2516,-117.12518
33.25151,-117.12397
33.25142,-117.12266
33.25147,-117.12126
33.25137,-117.11969
33.25133,-117.11896
33.25135,-117.11848
33.25143,-117.11813
33.25155,-117.11778
33.2517,-117.11747
33.25189,-117.11719
33.25208,-117.11699
33.25247,-117.1166
33.25266,-117.11634
33.2529,-117.11591
33.25336,-117.11455
33.25364,-117.11373
33.25381,-117.11336
33.25396,-117.11309
33.2541,-117.11292
33.25434,-117.11273
33.25461,-117.11255
33.25573,-117.11199
33.25593,-117.11185
33.25608,-117.11168
33.25616,-117.11149
33.2562,-117.11131
33.25619,-117.11111
33.25615,-117.11092
33.25608,-117.11078
33.25597,-117.11064
33.25584,-117.11054
33.25572,-117.11047
33.25559,-117.11044
33.25539,-117.11046
33.25472,-117.11061
33.25449,-117.11062
33.2543,-117.1106
33.25394,-117.1105
33.25363,-117.11041
33.2534,-117.11031
33.25325,-117.11022
33.25314,-117.11014
33.253,-117.11002
33.25285,-117.10986
33.25271,-117.10965
33.25258,-117.10942
33.2521,-117.10849
33.25202,-117.10827
33.25197,-117.108
33.25194,-117.10759
33.25199,-117.10611
33.25206,-117.10531
33.25218,-117.10474
33.25274,-117.10268
33.25284,-117.10221
33.25287,-117.10187
33.25289,-117.1014
33.25287,-117.10088
33.2528,-117.10042
33.25262,-117.09951
33.25255,-117.09896
33.25253,-117.09858
33.2526,-117.09812
33.25275,-117.09734
33.25316,-117.09548
33.25333,-117.09495
33.25406,-117.09273
33.25423,-117.09234
33.25443,-117.09201
33.25502,-117.0913
33.2554,-117.09083
33.25574,-117.09036
33.25593,-117.09002
33.25605,-117.08974
33.25613,-117.08949
33.25622,-117.08911
33.25625,-117.08882
33.25628,-117.08836
33.25627,-117.08554
33.25627,-117.08264
33.25626,-117.08034
33.25626,-117.07855
33.25628,-117.07812
33.25634,-117.07778
33.25643,-117.07748
33.2566,-117.07712
33.25697,-117.07654
33.2571,-117.07628
33.25721,-117.07594
33.25727,-117.07565
33.25725,-117.07518
33.25718,-117.07479
33.25704,-117.07445
33.25562,-117.07222
33.2555,-117.07195
33.2554,-117.0717
33.25531,-117.07127
33.25527,-117.07092
33.2553,-117.07052
33.25537,-117.07019
33.25561,-117.06968
33.25582,-117.06921
33.25594,-117.06882
33.25599,-117.06851
33.25597,-117.06811
33.25592,-117.06778
33.2558,-117.06745
33.25563,-117.06711
33.25508,-117.06626
33.25474,-117.0658
33.25443,-117.06551
33.25415,-117.06531
33.25344,-117.06484
33.25306,-117.06452
33.25274,-117.06415
33.25255,-117.0638
33.25237,-117.06339
33.25212,-117.06263
33.25197,-117.06223
33.25182,-117.06193
33.25152,-117.06151
33.25126,-117.06124
33.25025,-117.06038
33.25002,-117.06012
33.24978,-117.05977
33.24962,-117.05942
33.24949,-117.05901
33.24932,-117.05801
33.24923,-117.0577
33.24911,-117.05741
33.2481,-117.0557
33.24768,-117.05504
33.24744,-117.05473
33.24716,-117.05449
33.24686,-117.0543
33.24656,-117.0542
33.24631,-117.05414
33.24597,-117.05411
33.24527,-117.05423
33.24304,-117.05471
33.24121,-117.05522
33.24098,-117.05526
33.24077,-117.05527
33.24051,-117.05525
33.24025,-117.05518
33.24003,-117.05506
33.2397,-117.05483
33.23924,-117.05448
33.23862,-117.05394
33.23759,-117.05306
33.23732,-117.05278
33.23605,-117.05125
33.23557,-117.05071
33.235,-117.05018
33.23392,-117.0493
33.23366,-117.04904
33.23348,-117.04883
33.2333,-117.04853
33.23315,-117.04814
33.2329,-117.04727
33.23279,-117.04698
33.23259,-117.04667
33.2324,-117.04642
33.23215,-117.0462
33.23095,-117.04538
33.23065,-117.04515
33.2305,-117.04499
33.23028,-117.04469
33.22952,-117.04343
33.2292,-117.04304
33.22877,-117.0427
33.2285,-117.04255
33.22811,-117.04238
33.22774,-117.04227
33.2272,-117.04223
33.22407,-117.04227
33.22388,-117.04224
33.22359,-117.04216
33.22338,-117.04207
33.22308,-117.04184
33.2227,-117.04142
33.22255,-117.04116
33.22237,-117.04073
33.22228,-117.04041
33.22224,-117.04
33.22222,-117.03756
33.22231,-117.03724
33.22238,-117.03692
33.22265,-117.03672
33.22309,-117.03693
33.22397,-117.03726
33.22462,-117.03743
33.22535,-117.03752
33.22607,-117.03752
33.22733,-117.03741
33.22846,-117.03729
33.22885,-117.03717
33.22923,-117.03699
33.22956,-117.03678
33.22982,-117.03654
33.23004,-117.03632
33.23032,-117.0359
33.23051,-117.03551
33.23065,-117.03512
33.23077,-117.0346
33.23083,-117.03379
33.23091,-117.03095
33.2311,-117.02424
33.23115,-117.02327
33.23122,-117.02303
33.23123,-117.02212
33.23132,-117.02107
33.23132,-117.02077
33.23128,-117.02046
33.2312,-117.0202
33.23108,-117.01995
33.23094,-117.01973
33.23078,-117.01956
33.23054,-117.0194
33.2299,-117.01899
33.22878,-117.01829
33.2286,-117.01815
33.22843,-117.01799
33.2283,-117.01781
33.2282,-117.01758
33.22808,-117.0172
33.22807,-117.01668
33.22811,-117.01508
33.22821,-117.00611
33.22826,-116.99813
33.22824,-116.99363
33.22824,-116.99087
33.22822,-116.9868
33.2282,-116.98281
33.2281,-116.97429
33.22804,-116.97289
33.22795,-116.97147
33.22784,-116.97108
33.2276,-116.97037
33.22753,-116.97001
33.22751,-116.96961
33.22754,-116.96904
33.22766,-116.96845
33.22782,-116.96798
33.22803,-116.96762
33.22837,-116.96722
33.22887,-116.96684
33.22927,-116.96665
33.22974,-116.9666
33.23003,-116.96668
33.23061,-116.96697
33.23083,-116.96702
33.23107,-116.96702
33.23129,-116.96697
33.23152,-116.96687
33.23188,-116.96658
33.23214,-116.96629
33.23237,-116.96601
33.2326,-116.96583
33.23279,-116.96571
33.23306,-116.9656
33.2334,-116.96558
33.23402,-116.9657
33.23501,-116.96578
33.23594,-116.96575
33.23658,-116.96584
33.23701,-116.96586
33.23748,-116.96578
33.23788,-116.96559
33.23824,-116.96533
33.2387,-116.96486
33.239,-116.96459
33.23943,-116.96436
33.23987,-116.96425
33.24246,-116.96412
33.24478,-116.96382
33.24715,-116.96352
33.2493,-116.96324
33.24982,-116.96317
33.25031,-116.9631
33.25084,-116.96298
33.25138,-116.96282
33.25214,-116.9625
33.25264,-116.96222
33.25314,-116.96191
33.25457,-116.96065
33.25657,-116.95857
33.25725,-116.95787
33.25788,-116.95724
33.25851,-116.95667
33.25939,-116.95598
33.26032,-116.95537
33.2611,-116.95499
33.26211,-116.95459
33.26271,-116.9544
33.26475,-116.95384
33.26514,-116.95377
33.26611,-116.95367
33.27063,-116.95365
33.27443,-116.95362
33.27876,-116.95365
33.27928,-116.95378
33.28035,-116.9542
33.28101,-116.95439
33.28185,-116.95444
33.28254,-116.95436
33.28313,-116.95425
33.28355,-116.95426
33.28398,-116.95435
33.28441,-116.95452
33.28483,-116.95478
33.28527,-116.95523
33.28755,-116.95792
33.28808,-116.9585
33.28816,-116.95856
33.28822,-116.95859
33.28831,-116.95857
33.28838,-116.95848
33.2886,-116.95784
33.28869,-116.95749
33.28872,-116.95719
33.28868,-116.95683
33.28861,-116.95629
33.28861,-116.95606
33.28865,-116.95586
33.2887,-116.95568
33.28881,-116.95547
33.28891,-116.95532
33.28903,-116.95517
33.28925,-116.95497
33.29004,-116.95435
33.29023,-116.95416
33.29035,-116.95397
33.29041,-116.95384
33.29048,-116.9536
33.29056,-116.95304
33.29088,-116.95072
33.291,-116.95
33.29109,-116.94974
33.29152,-116.94899
33.29194,-116.94839
33.29214,-116.9482
33.29304,-116.94765
33.29332,-116.94743
33.29377,-116.94695
33.29407,-116.94675
33.29473,-116.94641
33.29499,-116.94623
33.29521,-116.94598
33.29536,-116.94573
33.29598,-116.94416
33.2961,-116.94394
33.29625,-116.94375
33.29641,-116.94361
33.29661,-116.94352
33.29678,-116.94346
33.29693,-116.94344
33.2978,-116.94342
33.29801,-116.94336
33.29817,-116.94329
33.29834,-116.94315
33.29849,-116.94299
33.29857,-116.94286
33.29866,-116.94267
33.29872,-116.94242
33.29875,-116.94219
33.29887,-116.94004
33.29891,-116.93982
33.299,-116.9396
33.29914,-116.93939
33.29933,-116.93918
33.29956,-116.93903
33.29979,-116.93894
33.30003,-116.93893
33.30019,-116.93895
33.30112,-116.93919
33.30132,-116.93922
33.30159,-116.93917
33.30177,-116.93908
33.30196,-116.9389
33.30209,-116.93868
33.30218,-116.93846
33.30222,-116.93823
33.3022,-116.93785
33.30217,-116.93751
33.30218,-116.93707
33.30226,-116.93644
33.30236,-116.93594
33.30273,-116.9347
33.30281,-116.93431
33.30292,-116.93357
33.30302,-116.93302
33.30323,-116.93197
33.30332,-116.93165
33.30343,-116.93141
33.30376,-116.93093
33.30395,-116.93059
33.3042,-116.93002
33.30431,-116.92983
33.30441,-116.9297
33.30471,-116.92937
33.30482,-116.92922
33.3049,-116.92902
33.30493,-116.92884
33.30493,-116.92863
33.30489,-116.92843
33.30483,-116.92826
33.30474,-116.9281
33.30463,-116.92796
33.30414,-116.92756
33.30374,-116.92723
33.30352,-116.92704
33.30333,-116.92685
33.30321,-116.92667
33.30312,-116.9265
33.30215,-116.92393
33.3019,-116.92334
33.30178,-116.92291
33.3017,-116.92246
33.30168,-116.92196
33.30171,-116.92118
33.30168,-116.92091
33.30158,-116.92059
33.30124,-116.92
33.30111,-116.91986
33.30089,-116.91973
33.30052,-116.91965
33.29978,-116.91947
33.29918,-116.91936
33.29892,-116.91937
33.29864,-116.91942
33.29836,-116.91944
33.29814,-116.91941
33.29799,-116.91935
33.29779,-116.91921
33.29723,-116.91877
33.29704,-116.91859
33.29692,-116.91838
33.29683,-116.91816
33.29683,-116.91792
33.29688,-116.91762
33.29698,-116.91745
33.29706,-116.91735
33.29716,-116.91725
33.2979,-116.91678
33.29892,-116.91618
33.29911,-116.91609
33.29927,-116.91607
33.2995,-116.91605
33.30011,-116.91625
33.30029,-116.91628
33.30086,-116.91626
33.30105,-116.91618
33.30119,-116.916
33.30122,-116.91575
33.30114,-116.91549
33.30097,-116.91534
33.30066,-116.91514
33.30048,-116.91503
33.30022,-116.91485
33.29978,-116.91426
33.29963,-116.91398
33.29961,-116.91381
33.29965,-116.9136
33.29978,-116.9134
33.3,-116.91329
33.30019,-116.91332
33.30092,-116.91364
33.30121,-116.91371
33.30155,-116.9137
33.3019,-116.91367
33.30206,-116.91361
33.30219,-116.91349
33.30227,-116.91331
33.30225,-116.91308
33.30193,-116.91246
33.30136,-116.91152
33.30116,-116.91124
33.30098,-116.91104
33.30076,-116.91087
33.30054,-116.91077
33.30003,-116.91063
33.29979,-116.91053
33.29962,-116.91043
33.29948,-116.9103
33.29935,-116.91014
33.29892,-116.90953
33.29877,-116.90934
33.29847,-116.90901
33.29732,-116.90776
33.29704,-116.9075
33.29674,-116.90724
33.29604,-116.90672
33.29558,-116.90634
33.29533,-116.90603
33.29515,-116.90569
33.29454,-116.9043
33.29432,-116.9037
33.2942,-116.90316
33.29367,-116.89983
33.29344,-116.89897
33.2932,-116.89829
33.29287,-116.89758
33.29229,-116.89642
33.28785,-116.88777
33.28746,-116.88688
33.28725,-116.88628
33.28694,-116.88507
33.28679,-116.88408
33.28673,-116.88275
33.28681,-116.88143
33.28696,-116.88052
33.28715,-116.87969
33.28767,-116.87799
33.28786,-116.87737
33.28799,-116.87677
33.28804,-116.87622
33.28803,-116.87581
33.28798,-116.87542
33.28791,-116.87499
33.28779,-116.87461
33.28571,-116.86969
33.28543,-116.86925
33.2851,-116.86894
33.28472,-116.8687
33.28425,-116.86854
33.28387,-116.86848
33.28347,-116.86851
33.28321,-116.86858
33.28293,-116.86871
33.28265,-116.8689
33.28202,-116.86951
33.28171,-116.86976
33.28138,-116.86994
33.28102,-116.87008
33.28064,-116.87011
33.28016,-116.87006
33.27974,-116.86991
33.27939,-116.86968
33.27809,-116.8683
33.27769,-116.86777
33.27738,-116.86727
33.27717,-116.86689
33.27688,-116.8662
33.27635,-116.86432
33.27614,-116.86378
33.27573,-116.86301
33.27554,-116.86258
33.2754,-116.86204
33.2754,-116.86139
33.27549,-116.86093
33.27569,-116.86044
33.27597,-116.86004
33.27664,-116.85943
33.27694,-116.85907
33.27717,-116.85867
33.27735,-116.8582
33.27745,-116.85766
33.27749,-116.85694
33.27753,-116.85571
33.27744,-116.85478
33.27725,-116.85407
33.27693,-116.85318
33.27657,-116.85248
33.27605,-116.85179
33.27241,-116.84817
33.27211,-116.84766
33.27189,-116.84694
33.27181,-116.84631
33.27187,-116.84568
33.27212,-116.84499
33.27254,-116.84442
33.27382,-116.84327
33.27426,-116.84277
33.27459,-116.84224
33.27478,-116.84166
33.27495,-116.84096
33.275,-116.84026
33.27492,-116.83966
33.27474,-116.83899
33.27462,-116.83835
33.27461,-116.83762
33.27474,-116.83683
33.27509,-116.83587
33.2752,-116.83526
33.2752,-116.83434
33.27498,-116.83338
33.27462,-116.83265
33.27422,-116.83217
33.27312,-116.83131
33.27275,-116.83091
33.27246,-116.83039
33.2722,-116.82962
33.27211,-116.82879
33.2719,-116.8281
33.27152,-116.82743
33.26933,-116.82526
33.26876,-116.8246
33.26841,-116.82389
33.2681,-116.82289
33.26795,-116.82207
33.26712,-116.81787
33.26694,-116.81725
33.26672,-116.81665
